scientific_name,institutionCode,eventDate,year,locality,keep_omit,recordNumber,decimalLatitude,decimalLongitude,recordedBy_simple,recordedBy,current_name
Ditaxis lanceolata,NY,3/21/1973,1973,"Big Maria Mountains, 12 airline miles north of downtown Blythe.",x,6425,37.544287,-119.529862,"Holmgren, Noel H.",N. H. Holmgren,NA
Lupinus breweri,ID,9/15/2003,2003,"Adjacent to SE side of Pothole Dome, W end of Tuolumne Meadows, along trail to Pothole Dome, approx. 200 ft N of Highway 120, Tioga Pass Road.",keep,03-YNP-228,37.858333,-119.408333,"Jimenez, Jason ",Jason Jimenez,Lupinus breweri
Hordeum brachyantherum,GAT,8/11/2004,2004,"USA, California, Marin Co., Muir Beach, N of San Francisco",keep,,37.73,-119.63,"Jakob, S.","Jakob,S. & Blattner,F.R.",Hordeum brachyantherum
Eriogonum umbellatum,USF,9/12/1962,1962,Yosemite National Park.,keep,s.n.,37.85,-119.567,"Aborn, R. G.",R. Aborn,Eriogonum umbellatum
Phoradendron leucarpum,USF,9/21/1962,1962,Yosemite National Park.,keep,s.n.,37.85,-119.567,"Aborn, R. G.",R. Aborn,NA
Pyrrocoma apargioides,KU,1889-07-16,1889,Soda Springs,keep,,37.87881,-119.36656,"Chesnut, Victor K.; ; Drew, Elmer R.",Victor K Chesnut; Elmer R Drew,Pyrrocoma apargioides
Hordeum brachyantherum,GAT,8/9/2004,2004,"USA, California, Toulumne Co., Yosemite NP, Toulumne Meadows",keep,,37.88,-119.35,"Jakob, S.","Jakob,S. & Blattner,F.R.",Hordeum brachyantherum
Corylus cornuta,USF,1962-09,1962,Yosemite National Park.,keep,s.n.,37.85,-119.567,"Aborn, R. G.",R. Aborn,NA
Hordeum brachyantherum,GAT,8/11/2004,2004,"USA, California, Marin Co., Muir Beach, N of San Francisco",x,,37.73,-119.63,"Jakob, S.","Jakob,S. & Blattner,F.R.",Hordeum brachyantherum
Hordeum brachyantherum,GAT,8/9/2004,2004,"USA, California, Toulumne Co., Yosemite NP, Tenaya Lake",keep,,37.84,-119.45,"Jakob, S.","Jakob,S. & Blattner,F.R.",Hordeum brachyantherum
Pellaea atropurpurea,TENN,1896-05-08,1896,"Vernal Falls, Yosemite Valley, CA",keep,,37.727331,-119.543996,"Cummings, Clara E.",Clara E. Cummings,NA
Pellaea bridgesii,TENN,9/4/1942,1942,"Mariposa County, above Tenaya Lake, Tuolumne Meadows Road",keep,,37.831196,-119.460583,"Alexander, Annie M.","A.M. Alexander, L. Kellogg",Pellaea bridgesii
Artemisia albicans,USU,9/8/1964,1964,Mono Pass at the head of Bloody Canyon,keep,1054,37.855163,-119.214281,"Reveal, James L.",Jack L. Reveal,NA
Geranium californicum,MA,1872-08-17,1872,"Mariposa Co., Yosemite Valley",keep,,37.73,-119.58,"Redfield, John H.",J.H. Redfield,Geranium californicum
Calocedrus decurrens,UCB,1897-08,1897,"Near Aspen Valley, Yosemite",keep,,37.82424,-119.7716,"Lemmon, John G.",J.G. Lemmon,Calocedrus decurrens
Packera subnuda,University of Lethbridge,7/31/2002,2002,Tioga Pass - south of highway in open meadow,keep,644-J.F.Bain,37.87607,-119.352529,"Bain, J. F.",J.F. Bain,Packera subnuda
Juncus dubius,NY,1895-08-11,1895,,keep,s.n.,37.53688,-119.656268,"Congdon, Joseph Whipple",J. W. Congdon,Juncus dubius
Euphorbia serpillifolia,PH,1872-08,1872,Yosemite Valley,keep,s.n.,37.72383,-119.63325,"Torrey, John",J. Torrey,Euphorbia serpyllifolia
Athyrium filix-femina,PH,1872-08,1872,Yosemite Valley,keep,s.n.,37.72383,-119.63325,"Torrey, John",J. Torrey,Athyrium filix-femina
Spiranthes romanzoffiana,PH,1872-08,1872,Yosemite Valley,keep,s.n.,37.741886,-119.583125,"Torrey, John",J. Torrey,Spiranthes romanzoffiana
Oligomeris linifolia,USU,3/20/1973,1973,"Big Maria Mountains, 12 airline miles north of downtown Blythe",x,6417,37.544287,-119.529862,"Holmgren, Noel H.","Noel H. Holmgren; Patricia K. Holmgren, Ruth E. Kern",NA
Senecio scorzonella,USU,8/1/1933,1933,Tuolumne Meadows near Lembert dome.,keep,238,37.875502,-119.357466,"Sharsmith, Carl W.",Carl W. Sharsmith,Senecio scorzonella
Potamogeton natans,USU,9/2/1946,1946,"Yosemite National Park, Merced River, Little Yosemite Valley.",keep,878,37.732153,-119.513412,"Rodin, Robert J.",Robert J. Rodin,Potamogeton natans
Platanthera unalascensis,PH,1872-09,1872,Yosemite Valley,keep,s.n.,37.741208,-119.583125,"Torrey, John",J. Torrey,Platanthera unalascensis
Spiranthes perexilis,NY,1872-08/1872-09,1872,Yosemite Valley,keep,s.n.,37.744769,-119.59141,"Torrey, John",J. Torrey,Spiranthes perexilis
Corallorhiza maculata,NY,1865,1865,Yosemite Valley and Mountains,keep,s.n.,37.728807,-119.609516,"Torrey, John",J. Torrey,Corallorhiza maculata
Corethrogyne filaginifolia,NY,1872-08/1872-09,1872,Yosemite Valley.,keep,s.n.,37.738808,-119.602013,"Torrey, John",J. Torrey,Corethrogyne filaginifolia
Penstemon newberryi,NY,1865,1865,Yosemite Valley and Mountains,keep,399,37.718399,-119.682002,"Torrey, John",J. Torrey,Penstemon newberryi
Carex fracta,NY,1872-08/1872-09,1872,Yosemite Valley.,keep,"s,b,",37.738808,-119.602013,"Torrey, John",J. Torrey,Carex fracta
Asclepias cordifolia,NY,1872-08/1872-09,1872,Yosemite Valley,keep,s.n.,37.728807,-119.609516,"Torrey, John",J. Torrey,Asclepias cordifolia
Symphyotrichum chilense,NY,1872-08/1872-09,1872,Yosemite Valley,keep,s.n.,37.738808,-119.602013,"Torrey, John",J. Torrey,NA
Juniperus occidentalis,NY,1865,1865,Yosemite Valley,keep,s.n.,37.742581,-119.579112,"Torrey, John",J. Torrey,Juniperus grandis
Equisetum ferrissii,NY,1865,1865,Yosemite Valley and Mountains,keep,600,37.718399,-119.682002,"Torrey, John",J. Torrey,Equisetum x ferrissii
Geranium carolinianum,MA,1865,1865,"Mariposa Co., Yosemite Valley",keep,,37.85,-119.57,"Torrey, John",J. Torrey,Geranium carolinianum
Phacelia mutabilis,USF,8/13/1938,1938,Aspen Valley.,keep,14583,37.8274,-119.771,"Howell, John Thomas",J. T. Howell,Phacelia mutabilis
Polygonum minimum,F,8/11/1944,1944,Tuolumne Meadows,keep,20308,37.877147,-119.377657,"Howell, John Thomas",J. T. Howell,Polygonum minimum
Polygonum douglasii,F,8/12/1938,1938,Tuolumne Meadows,keep,14565,37.877147,-119.377657,"Howell, John Thomas",J. T. Howell,Polygonum douglasii
Calamagrostis muiriana,USU,8/1/1997,1997,"Yosemite National Park ; Yosemite National Park; Dana Fork of the Tuolumne River,south of the paved road.",keep,8909,37.877222,-119.298889,"Wilson, Barbara L.",Barbara Wilson; Sami Gray,Calamagrostis muiriana
Carex spectabilis,F,8/12/1944,1944,Gaylor Lakes,keep,20395,37.91257,-119.269023,"Howell, John Thomas",J. T. Howell,Carex spectabilis
Diplacus layneae,USU,8/5/1980,1980,Road to Hetch Hetchy 2.8 mi NE of Mather.,keep,3938,37.899541,-119.836718,"Ertter, Barbara",Barbara Ertter; Jeffrey Strachan,Diplacus layneae
Carex incurviformis,F,8/15/1944,1944,Mt. Conness,keep,20561,37.966918,-119.321426,"Howell, John Thomas",J. T. Howell,Carex incurviformis
Carex illota,F,8/6/1944,1944,Dog Lake,keep,20042,37.891148,-119.339726,"Howell, John Thomas",J. T. Howell,Carex illota
Artemisia tridentata,USU,8/12/1957,1957,West side of Tioga Pass by reservoir,keep,12943,37.913056,-119.266389,"Beetle, A. A.",A. A. Beetle,Artemisia tridentata
Artemisia rothrockii,USU,8/12/1957,1957,West side of Tioga Pass,keep,12944,37.915278,-119.269722,"Beetle, A. A.",A. A. Beetle,Artemisia rothrockii
Achillea millefolium,USU,7/27/1935,1935,"Grassy slope above Fletcher Lake, Yosemite National Park",keep,1871,37.797561,-119.3397,"Schreiber, Beryl O.",Beryl O. Schreiber,Achillea millefolium
Viola adunca,USU,5/24/1924,1924,Yosemite National Park ; Crane Flat,keep,10441,37.761413,-119.841221,"Jepson, Willis L.",W.L. Jepson,Viola adunca
Carex illota,F,8/13/1938,1938,Snow Flat,keep,14577,37.824924,-119.50044,"Howell, John Thomas",J. T. Howell,Carex illota
Cassiope mertensiana,USU,7/25/1935,1935,Lyell Cirque,keep,1824,37.736861,-119.287192,"Schreiber, Beryl O.",Beryl O. Schreiber,Cassiope mertensiana
Carex praeceptorum,F,8/6/1944,1944,Dog Lake,keep,20029,37.891148,-119.339726,"Howell, John Thomas",J. T. Howell,Carex praeceptorum
Carex straminiformis,F,8/12/1944,1944,Gaylor Lakes,keep,20376,37.91257,-119.269023,"Howell, John Thomas",J. T. Howell,Carex straminiformis
Carex congdonii,F,8/13/1944,1944,between Dog Lake and Tuolumne Meadows,keep,20439,37.885276,-119.359118,"Howell, John Thomas",J. T. Howell,Carex congdonii
Lupinus gracilentus,F,8/14/1944,1944,Tuolumne Canyon above Glen Aulin,keep,20453,37.912606,-119.424605,"Howell, John Thomas",J. T. Howell,Lupinus gracilentus
Muhlenbergia montana,USU,6/28/1936,1936,On Bridal Veil Creek  1/4 mile  above Bridal Veil Fall.  Vicinity of Yosemite Valley  Sierra Nevada.,keep,2169,37.715556,-119.644722,"Sharsmith, Carl W.",C.W. Sharsmith,Muhlenbergia montana
Ptilagrostiella kingii,USU,8/15/1933,1933,Dana Meadows  at western base of Mount Dana  Sierra Nevada.,keep,399,37.893611,-119.2475,"Sharsmith, Carl W.",CW Sharsmith,Ptilagrostiella kingii
Carex whitneyi,F,8/6/1944,1944,between Dog Lake and Tuolumne Meadows,keep,20003,37.885276,-119.359118,"Howell, John Thomas",J. T. Howell,Carex whitneyi
Dodecatheon subalpinum,USU,6/29/1934,1934,Yosemite National Park; Ostrander Lake.,keep,1307,37.624444,-119.550556,"Sharsmith, Carl W.",C.W. Sharsmith; H.K. Sharsmith,Primula subalpina
Parietaria pensylvanica,NY,3/21/1973,1973,"Big Maria Mountains, 12 airline miles north of downtown Blythe.",x,6437,37.544287,-119.529862,"Holmgren, Noel H.",N. H. Holmgren,NA
Carex brevipes,ID,7/4/1961,1961,"S26 near plots, Yosemite Research Reserve, neara White Wolf.",keep,563,37.869503,-119.648453,"Major, Jack",J. Major,Carex deflexa
Equisetum laevigatum,PH,1872,1872,Yosemite Valley,keep,s.d.,37.74557,-119.593604,"Coulter, J. M.",J. M. Coulter,Equisetum laevigatum
Camassia leichtlinii,KU,7/18/1940,1940,Ribbon Brook Meadow,keep,,37.747079,-119.660681,"Hood, Mary V.",Mary Hood,Camassia leichtlinii
Dudleya cymosa,F,1889-07-01,1889,Hetch Hetchy Valley,keep,,37.94734,-119.788715,"Chesnut, Victor K.; ; Drew, Elmer R.",V. K. Chesnut & E. R. Drew,Dudleya cymosa
Pellaea brachyptera,PH,1869-10,1869,Yosemite Valley,keep,s.n.,37.740665,-119.595485,"Hooker, J. D.",J. Hooper,Pellaea mucronata
Rhodiola integrifolia,F,7/20/1921,1921,"Yosemite National Park, above Emeric Lake",keep,,37.781792,-119.390447,"Flinn, C.",C. Flinn,Rhodiola integrifolia
Pellaea bridgesii,PH,1869-10,1869,Yosemite Valley,keep,s.n.,37.740665,-119.595485,"Hooker, J. D.",J. Hooper,Pellaea bridgesii
Cystopteris fragilis,NY,1872-08-19,1872,"Vernal Fall, Yosemite",keep,401,37.727426,-119.543755,"Redfield, John H.",J. H. Redfield,Cystopteris fragilis
Athyrium cyclosorum,NY,1872-08-19,1872,"Vernal Fall, Yosemite",keep,400,37.727426,-119.543755,"Redfield, John H.",J. H. Redfield,NA
Spiranthes porrifolia,NY,1872-08-17,1872,Yosemite,keep,358,37.737239,-119.602714,"Redfield, John H.",J. H. Redfield,Spiranthes porrifolia
Euthamia occidentalis,DES,9/16/1972,1972,"Yosemite National Park, Beside the Lodge, Yosemite National Park.",keep,769,37.770556,-119.51075,"Lehr, J. H.",J. H. Lehr,Euthamia occidentalis
Melica aristata,USF,7/21/1915,1915,Tenaya Trail; Yosemite Nat. Park.,keep,1133,37.85,-119.567,"Hitchcock, A. S.",A. S. Hitchcock,Melica aristata
Festuca myuros,USF,7/21/1915,1915,Nevada Falls; Yosemite Nat. Park.,keep,464,37.85,-119.567,"Hitchcock, A. S.",A. S. Hitchcock,Festuca myuros
Brickellia grandiflora,NY,1866,1866,Yosemite Valley.,keep,5030,37.738808,-119.602013,"Bolander, Henry Nicholas",H. N. Bolander,Brickellia grandiflora
Cyperus hemioccidentalis,NY,,NA,Yosemite Valley,keep,,37.728807,-119.609516,"Bolander, Henry Nicholas",H. N. Bolander,NA
Cuscuta brachycalyx,NY,1896-07-07/1896-07-12,1896,Yosemite Valley,keep,80a,37.728807,-119.609516,"Jepson, Willis L.",W. L. Jepson,NA
Trixis californica,NY,3/21/1973,1973,"Big Maria Mountains, 12 airline miles north of downtown Blythe.",x,6422,37.544287,-119.529862,"Holmgren, Noel H.",N. H. Holmgren,NA
Juncus hemiendytus,NY,8/3/1980,1980,"Trail from Tioga Road to Dog Lake, Yosemite Nat'l Park; near small lake on NE side of Lembert Dome",keep,3925,37.885576,-119.340591,"Ertter, Barbara",B. Ertter,Juncus hemiendytus
Platanthera transversa,NY,7/25/1901,1901,Near Vernal Fall,keep,2962,37.727426,-119.543755,"Barnhart, J. H.",J. H. Barnhart,NA
Juncus hemiendytus,NY,8/4/1980,1980,"Tuolumne Meadows in Yosemite Nat'l Park, Glen Aulin & Dog Lake trailheads W of Lembert Dome",keep,3933a,37.885533,-119.35903,"Ertter, Barbara",B. Ertter,Juncus hemiendytus
Lupinus arizonicus,NY,3/21/1973,1973,"Big Maria Mountains, 12 air mi N of downtown Blythe. On banks of wash.",x,6423,37.544287,-119.529862,"Holmgren, Noel H.",N. H. Holmgren,NA
Rhodiola integrifolia,F,1878-08,1878,Half Dome,keep,223,37.744402,-119.534054,"Lemmon, John G.",J. G. Lemmon,Rhodiola integrifolia
Juncus hemiendytus,NY,8/4/1980,1980,"Tuolumne Meadows, trail to Glen Aulin ca halfway between Soda Springs and Delaney Creek",keep,3926a,37.884877,-119.377928,"Ertter, Barbara",B. Ertter,Juncus hemiendytus
Juncus hemiendytus,NY,8/4/1980,1980,"Glen Aulin trail near mouth of Dingley Creek, Tuolumne Meadows, Yosemite National Park",keep,3931,37.88407,-119.397735,"Ertter, Barbara",B. Ertter,Juncus hemiendytus
Aristida adscensionis,NY,3/20/1973,1973,"Big Maria Mountains, 12 airline miles north of downtown Blythe.",x,6418,37.544287,-119.529862,"Holmgren, Noel H.",N. H. Holmgren,NA
Collinsia torreyi,NY,1866,1866,Yosemite Valley,keep,4874,37.728807,-119.609516,"Bolander, Henry Nicholas",H. N. Bolander,Collinsia torreyi
Sonchus oleraceus,NY,3/21/1973,1973,"Big Maria Mountains, 12 airline miles north of downtown Blythe.",x,6432,37.544287,-119.529862,"Holmgren, Noel H.",N. H. Holmgren,Sonchus oleraceus
Epilobium obcordatum,F,1878-08-22,1878,Mt. Dana,keep,228,37.899649,-119.221262,"Lemmon, John G.",J. G. Lemmon,Epilobium obcordatum
Collomia grandiflora,NY,1866,1866,Yosemite Valley,keep,4925,37.728807,-119.609516,"Bolander, Henry Nicholas",H. N. Bolander,Collomia grandiflora
Oligomeris linifolia,NY,3/20/1973,1973,"Big Maria Mountains, 12 airline miles north of downtown Blythe.",x,6417,37.544287,-119.529862,"Holmgren, Noel H.",N. H. Holmgren,NA
Juncus tiehmii,NY,8/3/1980,1980,"Trail to Dog Lake on E side of Lembert Dome not far from Tioga Road, Yosemite National Park. Sec. 4 S of center.",keep,3927,37.885576,-119.340591,"Ertter, Barbara",B. Ertter,Juncus tiehmii
Penstemon rydbergii,NY,1866,1866,Yosemite Valley,keep,4932,37.728807,-119.609516,"Bolander, Henry Nicholas",H. N. Bolander,Penstemon rydbergii
Juncus bryoides,NY,8/4/1980,1980,"Glen Aulin trail near mouth of Dingley Creek, Tuolumne Meadows, Yosemite National park",keep,3930,37.88407,-119.397735,"Ertter, Barbara",B. Ertter,Juncus bryoides
Lessingia leptoclada,NY,1866,1866,Yosemite Valley,keep,4924,37.728807,-119.609516,"Bolander, A. W.",A. W. Bolander,Lessingia leptoclada
Carex filifolia,NY,7/11/1911,1911,Little Yosemite Valley,keep,4396,37.725847,-119.529264,"Jepson, Willis L.",W. L. Jepson,Carex filifolia
Galium bolanderi,NY,,NA,Yosemite Valley,keep,s.n.,37.728807,-119.609516,"Hooker, J. D.",J. D. Hooker,Galium bolanderi
Laphamia emoryi,NY,3/20/1973,1973,"Big Maria Mountains, 12 airline miles north of downtown Blythe.",x,6416,37.544287,-119.529862,"Holmgren, Noel H.",N. H. Holmgren,NA
Lupinus breweri,NY,6/24/1908,1908,Little Yosemite Valley.,keep,9006,37.725847,-119.529264,"Heller, Amos Arthur",A. A. Heller,Lupinus breweri
Sequoiadendron giganteum,NY,6/25/1935,1935,Yosemite National Park,keep,8144,37.8154,-119.553946,"Shirley, J. C.",J. C. Shirley,Sequoiadendron giganteum
Poa secunda,F,8/5/1937,1937,"Harvey Monroe Hall Natural Area, saddle on NE side of Mt. Conness",x,1647,37.966868,-119.321268,"Clausen, Jens",J. C. Clausen,Poa secunda
Castilleja lemmonii,NY,7/22/1966,1966,Tioga Pass. Meadows east of pass.,keep,2923,37.904728,-119.259563,"Holmgren, Noel H.",N. H. Holmgren,Castilleja lemmonii
Carex whitneyi,NY,1863-06-16,1863,Yosemite Valley,keep,1639,37.728807,-119.609516,"Brewer, William Henry",W. H. Brewer,Carex whitneyi
Chaenactis glabriuscula,NY,1866,1866,Yosemite Valley.,keep,4876,37.738808,-119.602013,"Bolander, Henry Nicholas",H. N. Bolander,Chaenactis glabriuscula
Carex specifica,NY,7/11/1911,1911,Little Yosemite Valley,keep,4403,37.725847,-119.529264,"Jepson, Willis L.",W. L. Jepson,Carex specifica
Allionia incarnata,NY,3/20/1973,1973,"Big Maria Mountains, 12 airline miles north of downtown Blythe.",x,6411,37.544287,-119.529862,"Holmgren, Noel H.",N. H. Holmgren,NA
Poa nervosa,F,8/5/1937,1937,"Harvey Monroe Hall Natural Area, saddle on NE side of Mt. Conness",x,1646,37.966868,-119.321268,"Clausen, Jens",J. C. Clausen,Poa nervosa
Castilleja nana,NY,7/22/1966,1966,"Yosemite National Park, slope between Tioga Pass and Mt. Dana.",keep,2924,37.903031,-119.241444,"Holmgren, Noel H.",N. H. Holmgren,Castilleja nana
Carex filifolia,F,8/2/1937,1937,"Slate Creek Valley, E of Mt. Conness, Harvey Monroe Hall Natural Area, along Sla",x,1603,37.966868,-119.321268,"Clausen, Jens",J. C. Clausen,Carex filifolia
Galium sparsiflorum,NY,1893/1894,NA,Yosemite Valley,keep,s.n.,37.728807,-119.609516,"Lembert, J. B.",J. B. Lembert,Galium sparsiflorum
Pinus contorta,UCB,6/20/1939,1939,Tamarack Flat,keep,,37.7515341,-119.739535,"Wiggins, Ira L.",Ira Loren Wiggins,Pinus contorta
Heuchera micrantha,USF,7/10/1971,1971,"Along N Fork of Tuolumne River, 3 mi. E of Long Barn.",x,21673,37.8667,-119.35,"Wiggins, Ira L.",I. L. Wiggins,Heuchera micrantha
Nasturtium officinale,USF,4/6/1971,1971,"N side of CA 108, 3.3 mi. E of Yosemite Junction (CA 120).",x,21093,37.85,-119.567,"Wiggins, Ira L.",I. L. Wiggins,Nasturtium officinale
Carex sartwelliana,NY,7/10/1911,1911,Little Yosemite Valley.,keep,4395,37.725847,-119.529264,"Jepson, Willis L.",W. L. Jepson,Carex sartwelliana
Erysimum capitatum,USF,7/10/1971,1971,"Along N fork of Tuolumne River, 3 mi. E of Long Barn.",x,21667,37.8667,-119.35,"Wiggins, Ira L.",I. L. Wiggins,Erysimum capitatum
Carex specifica,NY,7/11/1911,1911,Little Yosemite Valley,keep,4403,37.725847,-119.529264,"Jepson, Willis L.",W. L. Jepson,Carex specifica
Capsella bursa-pastoris,USF,4/5/1971,1971,"Along Highway 108, 3.3 mi. E of Yosemite Junction (Highway 120).",x,21087,37.85,-119.567,"Wiggins, Ira L.",I. L. Wiggins,Capsella bursa-pastoris
Silene lemmonii,USF,7/10/1971,1971,"Steep hillside along canyon of N Fork of Tuolumne River, 3 mi. E of Long Barn.",x,21665,37.8667,-119.35,"Wiggins, Ira L.",I. L. Wiggins,Silene lemmonii
Salix melanopsis,NY,,NA,Yosemite Valley,keep,4958,37.728807,-119.609516,"Bolander, Henry Nicholas",H. N. Bolander,Salix melanopsis
Cerastium holosteoides,USF,4/6/1971,1971,"Grassy slopes and along rill on N side of highway 108, 3.3 mi. E of Yosemite Junction (highway 120).",x,21094,37.85,-119.567,"Wiggins, Ira L.",I. L. Wiggins,NA
Cyperus hemioccidentalis,NY,1866,1866,Yosemite Valley,keep,6223,37.728807,-119.609516,"Bolander, Henry Nicholas",H. N. Bolander,NA
Penstemon laetus,NY,1866,1866,Yosemite Valley,keep,4931,37.728807,-119.609516,"Bolander, Henry Nicholas",H. N. Bolander,Penstemon laetus
Streptanthus lasiophyllus,NY,3/21/1973,1973,"Big Maria Mountains, 12 airline miles north of downtown Blythe.",x,6427,37.544287,-119.529862,"Holmgren, Noel H.",N. H. Holmgren,NA
Montia arvensis,USF,4/6/1971,1971,"Along seepy drainage channel on N side of Highway 108, 3.3 mi. E of Yosemite Junction (Highway 120).",x,21092,37.85,-119.567,"Wiggins, Ira L.",I. L. Wiggins,NA
Cyperus hemioccidentalis,NY,1866,1866,Yosemite Valley,keep,6223,37.728807,-119.609516,"Bolander, Henry Nicholas",H. N. Bolander,NA
Cyperus hemioccidentalis,NY,1866,1866,Yosemite Valley,keep,6223,37.728807,-119.609516,"Bolander, Henry Nicholas",H. N. Bolander,NA
Eriogonum nudum,USF,7/10/1971,1971,W end of bridge across N Fork of Tuolumne River; 3 mi. E of Long Barn.,x,21659,37.8667,-119.35,"Wiggins, Ira L.",I. L. Wiggins,Eriogonum nudum
Cyperus hemioccidentalis,NY,1866,1866,Yosemite Valley,keep,6223,37.728807,-119.609516,"Bolander, Henry Nicholas",H. N. Bolander,NA
Corylus cornuta,USF,7/10/1971,1971,Steep N facing slope of N Fork of Tuolumne River; 3 mi. E of Long Barn.,x,21673,37.8667,-119.35,"Wiggins, Ira L.",I. L. Wiggins,NA
Veronica wormskjoldii,NY,6/27/1908,1908,Little Yosemite Valley.,keep,9001,37.725847,-119.529264,"Heller, Amos Arthur",A. A. Heller,Veronica wormskjoldii
Cuscuta brachycalyx,NY,1896-07-07/1896-07-12,1896,Yosemite Valley,keep,80a,37.728807,-119.609516,"Jepson, Willis L.",W. L. Jepson,NA
Lycium andersonii,NY,3/21/1973,1973,"Big Maria Mountains, 12 airline miles north of downtown Blythe.",x,6431,37.544287,-119.529862,"Holmgren, Noel H.",N. H. Holmgren,NA
Castilleja applegatei,NY,7/22/1966,1966,"Yosemite National Park, slope between Tioga Pass and Mt. Dana.",keep,2925,37.903031,-119.241444,"Holmgren, Noel H.",N. H. Holmgren,Castilleja applegatei
Juncus exiguus,NY,9/3/2001,2001,W slope of Sierra Nevada,keep,16483,37.77,-119.8,"Zika, Peter F.",P. F. Zika,Juncus exiguus
Bistorta bistortoides,NY,6/27/1908,1908,Little Yosemite Valley.,keep,9004,37.725847,-119.529264,"Heller, Amos Arthur",A. A. Heller,Bistorta bistortoides
Bromus hordeaceus,USF,4/6/1971,1971,S side of CA 108; 1 mi. E of Yosemite junction.,x,21101,37.85,-119.567,"Wiggins, Ira L.",I. L. Wiggins,Bromus hordeaceus
Deschampsia elongata,NY,7/20/1988,1988,"Tamarack Flat, E side of Warner Mts. Meadow in Lodgepole Pine forest.",keep,5496,37.751594,-119.737936,"Bartholomew, B.",B. Bartholomew,Deschampsia elongata
Nama hispida,NY,3/21/1973,1973,"Blythe-Rice road, 17 airline miles north-northwest of Blythe",x,6451,37.58819,-119.6135,"Holmgren, Noel H.",N. H. Holmgren,NA
Chaenactis douglasii,NY,1866,1866,Yosemite Valley.,keep,6164,37.738808,-119.602013,"Bolander, Henry Nicholas",H. N. Bolander,Chaenactis douglasii
Hibiscus denudatus,NY,3/21/1973,1973,"Big Maria Mountains, 12 airline miles north of downtown Blythe.",x,6434,37.544287,-119.529862,"Holmgren, Noel H.",N. H. Holmgren,NA
Penstemon laetus,NY,1866,1866,Yosemite Valley,keep,4931,37.728807,-119.609516,"Bolander, Henry Nicholas",H. N. Bolander,Penstemon laetus
Cystopteris fragilis,USF,7/10/1971,1971,"Steep slope of canyon along N fork of Tuolumne River, 3 mi. E of Long Barn.",x,21672,37.8667,-119.35,"Wiggins, Ira L.",I. L. Wiggins,Cystopteris fragilis
Agrostis oregonensis,NY,,NA,Yosemite Valley,keep,6103,37.728807,-119.609516,"Bolander, Henry Nicholas",H. N. Bolander,Agrostis oregonensis
Juncus bryoides,NY,8/4/1980,1980,"Glen Aulin & Dog Lake trailheads, Tuolumne Meadows west of Lembert Dome, Yosemite Nat'l Park",keep,3932,37.885533,-119.35903,"Ertter, Barbara",B. Ertter,Juncus bryoides
Juncus capillaris,NY,8/4/1980,1980,"Glen Aulin & Dog Lake trailheads, Tuolumne Meadows west of Lembert Dome, Yosemite National Park.",keep,3934,37.885533,-119.35903,"Ertter, Barbara",B. Ertter,Juncus capillaris
Calocedrus decurrens,K,,NA,,keep,s.n.,37.75,-119.5,"Hooker, J. D.","Hooker, J.D.; Gray, A.",Calocedrus decurrens
Penstemon newberryi,NY,1866,1866,Yosemite Valley,keep,4911,37.718399,-119.682002,"Bolander, Henry Nicholas",H. N. Bolander,Penstemon newberryi
Sphaeralcea ambigua,NY,3/21/1973,1973,"Big Maria Mountains, 12 airline miles north of downtown Blythe.",x,6433,37.544287,-119.529862,"Holmgren, Noel H.",N. H. Holmgren,NA
Mentzelia involucrata,NY,3/21/1973,1973,"Big Maria Mountains, 12 airline miles north of downtown Blythe.",x,6428,37.544287,-119.529862,"Holmgren, Noel H.",N. H. Holmgren,NA
Salix exigua,NY,1866,1866,Yosemite Valley,keep,5031,37.728807,-119.609516,"Bolander, Henry Nicholas",H. N. Bolander,Salix exigua
Pinus lambertiana,K,,NA,,keep,s.n.,37.73,-119.6,"Hooker, J. D.","Hooker, J.D.; Gray, A.",Pinus lambertiana
Chaenactis carphoclinia,NY,3/20/1973,1973,"Big Maria Mountains, 12 airline miles north of downtown Blythe.",x,6413,37.544287,-119.529862,"Holmgren, Noel H.",N. H. Holmgren,NA
Muhlenbergia andina,NY,1866,1866,Yosemite Valley,keep,6101,37.728807,-119.609516,"Bolander, Henry Nicholas",H. N. Bolander,Muhlenbergia andina
Carex hassei,NY,6/27/1908,1908,Little Yosemite Valley,keep,9000,37.725847,-119.529264,"Heller, Amos Arthur",A. A. Heller,Carex hassei
Torreya californica,K,,NA,,keep,s.n.,37.73,-119.6,"Hooker, J. D.","Hooker, J.D.; Gray, A.",Torreya californica
Penstemon rydbergii,NY,6/29/1930,1930,Yosemite National Park,keep,s.n.,37.8154,-119.553946,Heuse,Heuse,Penstemon rydbergii
Juncus tiehmii,NY,8/4/1980,1980,"Tuolumne Meadows in Yosemite Nat'l Park, Glen Aulin and Dog Lake trailheads W of Lembert Dome, at edge of flat granite outcrop. Sec. 5 SE1/4.",keep,3934a,37.885533,-119.35903,"Ertter, Barbara",B. Ertter,Juncus tiehmii
Allium obtusum,WS,7/25/1938,1938,"Slopes of Mahan Peak, Yosemite National Park.",keep,11993,38.05167,-119.685,"Mason, Herbert L.",Herbert Mason,Allium obtusum
Carex microptera,NY,7/11/1911,1911,Upper Little Yosemite Valley,keep,4404,37.725847,-119.529264,"Jepson, Willis L.",W. L. Jepson,Carex microptera
