family,day,month,year,species
Lamiaceae,5,3,2019,Prostanthera densa
Lamiaceae,5,3,2019,Prostanthera densa
Lamiaceae,5,3,2019,Prostanthera densa
Lamiaceae,,,1888,Prostanthera denticulata
Lamiaceae,,12,1898,Prostanthera denticulata
Lamiaceae,3,11,1988,Prostanthera denticulata
Lamiaceae,23,2,2011,Prostanthera denticulata
Lamiaceae,22,7,1888,Prostanthera incisa
Lamiaceae,3,11,1888,Prostanthera incisa
Lamiaceae,3,11,1888,Prostanthera incisa
Lamiaceae,,10,1891,Prostanthera incisa
Lamiaceae,,9,1913,Prostanthera incisa
Lamiaceae,,9,1914,Prostanthera incisa
Lamiaceae,,8,1933,Prostanthera incisa
Lamiaceae,1,10,1941,Prostanthera incisa
Lamiaceae,28,10,1956,Prostanthera incisa
Lamiaceae,19,10,1982,Prostanthera incisa
Lamiaceae,19,10,1982,Prostanthera incisa
Lamiaceae,30,9,1986,Prostanthera incisa
Lamiaceae,30,9,1986,Prostanthera incisa
Lamiaceae,3,11,1988,Prostanthera incisa
Lamiaceae,1,9,2019,Prostanthera incisa
Lamiaceae,10,2,2021,Prostanthera incisa
Lamiaceae,1,1,1985,Prostanthera lasianthos
Lamiaceae,,12,1896,Prostanthera linearis
Lamiaceae,,12,1898,Prostanthera linearis
Lamiaceae,2,6,1928,Prostanthera linearis
Lamiaceae,22,11,1931,Prostanthera linearis
Lamiaceae,22,11,1931,Prostanthera linearis
Lamiaceae,,11,1933,Prostanthera linearis
Lamiaceae,,11,1940,Prostanthera linearis
Lamiaceae,,10,1956,Prostanthera linearis
Lamiaceae,4,11,1961,Prostanthera linearis
Lamiaceae,21,3,1972,Prostanthera linearis
Lamiaceae,10,11,1972,Prostanthera linearis
Lamiaceae,10,11,1972,Prostanthera linearis
Lamiaceae,22,9,1986,Prostanthera linearis
Lamiaceae,,11,1948,Prostanthera violacea
Lamiaceae,,1,1894,Prunella vulgaris
Lamiaceae,2,1,1899,Prunella vulgaris
Picrodendraceae,20,8,2000,Pseudanthus divaricatissimus
Picrodendraceae,26,2,1887,Pseudanthus pimeleoides
Picrodendraceae,,2,1887,Pseudanthus pimeleoides
Picrodendraceae,1,10,1894,Pseudanthus pimeleoides
Picrodendraceae,,9,1915,Pseudanthus pimeleoides
Picrodendraceae,,10,1915,Pseudanthus pimeleoides
Picrodendraceae,,9,1926,Pseudanthus pimeleoides
Picrodendraceae,19,9,1942,Pseudanthus pimeleoides
Picrodendraceae,23,9,1990,Pseudanthus pimeleoides
Acanthaceae,5,3,1910,Pseuderanthemum variabile
Acanthaceae,2,2,1949,Pseuderanthemum variabile
Acanthaceae,14,12,1952,Pseuderanthemum variabile
Acanthaceae,3,1,1958,Pseuderanthemum variabile
Acanthaceae,12,6,1966,Pseuderanthemum variabile
Acanthaceae,16,2,2002,Pseuderanthemum variabile
Asteraceae,,12,1895,Pseudognaphalium luteoalbum
Asteraceae,3,11,1983,Pseudognaphalium luteoalbum
Poaceae,13,6,1976,Pseudoraphis paradoxa
Poaceae,1,4,1989,Pseudoraphis paradoxa
Psilotaceae,14,7,1946,Psilotum nudum
Psilotaceae,15,9,1981,Psilotum nudum
Fabaceae,,11,1913,Psoralea pinnata
Fabaceae,9,11,1940,Psoralea pinnata
Rubiaceae,1,3,1893,Psychotria loniceroides
Rubiaceae,11,7,1925,Psychotria loniceroides
Rubiaceae,,11,1960,Psychotria loniceroides
Rubiaceae,28,6,2017,Psychotria loniceroides
Dennstaedtiaceae,22,7,1933,Pteridium esculentum
Dennstaedtiaceae,27,10,1946,Pteridium esculentum
Dennstaedtiaceae,27,10,1946,Pteridium esculentum
Dennstaedtiaceae,27,10,1946,Pteridium esculentum
Dennstaedtiaceae,27,10,1946,Pteridium esculentum
Dennstaedtiaceae,26,6,1950,Pteridium esculentum
Dennstaedtiaceae,1,9,1977,Pteridium esculentum
Dennstaedtiaceae,1,4,1983,Pteridium esculentum
Dennstaedtiaceae,8,1,1995,Pteridium esculentum
Pteridaceae,,3,1943,Pteris tremula
Pteridaceae,7,6,1983,Pteris tremula
Pteridaceae,7,6,1983,Pteris tremula
Pteridaceae,14,11,2001,Pteris tremula
Pteridaceae,,11,1897,Pteris umbrosa
Pteridaceae,,6,1905,Pteris umbrosa
Pteridaceae,,12,1915,Pteris umbrosa
Orchidaceae,14,5,1927,Pterostylis acuminata
Orchidaceae,19,4,1946,Pterostylis acuminata
Orchidaceae,1,5,1946,Pterostylis acuminata
Orchidaceae,20,5,1953,Pterostylis acuminata
Orchidaceae,3,7,1955,Pterostylis acuminata
Orchidaceae,13,5,1956,Pterostylis acuminata
Orchidaceae,9,4,1969,Pterostylis acuminata
Orchidaceae,30,3,1986,Pterostylis acuminata
Orchidaceae,1,4,1986,Pterostylis alveata
Orchidaceae,14,7,1946,Pterostylis concinna
Orchidaceae,26,7,1991,Pterostylis concinna
Orchidaceae,24,6,1995,Pterostylis concinna
Orchidaceae,1,9,1945,Pterostylis curta
Orchidaceae,14,7,1946,Pterostylis curta
Orchidaceae,4,8,1946,Pterostylis curta
Orchidaceae,7,9,1947,Pterostylis curta
Orchidaceae,7,9,1947,Pterostylis curta
Orchidaceae,,8,1954,Pterostylis curta
Orchidaceae,13,9,1969,Pterostylis curta
Orchidaceae,17,7,1976,Pterostylis curta
Orchidaceae,24,7,1991,Pterostylis curta
Orchidaceae,,5,1929,Pterostylis daintreana
Orchidaceae,14,7,1946,Pterostylis daintreana
Orchidaceae,4,5,1947,Pterostylis daintreana
Orchidaceae,7,5,1947,Pterostylis daintreana
Orchidaceae,1,5,1948,Pterostylis daintreana
Orchidaceae,9,5,1948,Pterostylis daintreana
Orchidaceae,15,5,1949,Pterostylis daintreana
Orchidaceae,2,8,1955,Pterostylis daintreana
Orchidaceae,9,4,1960,Pterostylis daintreana
Orchidaceae,9,4,1960,Pterostylis daintreana
Orchidaceae,22,5,1964,Pterostylis daintreana
Orchidaceae,,6,1964,Pterostylis daintreana
Orchidaceae,27,4,1969,Pterostylis daintreana
Orchidaceae,12,5,1985,Pterostylis daintreana
Orchidaceae,30,3,1986,Pterostylis daintreana
Orchidaceae,5,9,1953,Pterostylis erecta
Orchidaceae,25,8,1956,Pterostylis erecta
Orchidaceae,5,8,1989,Pterostylis erecta
Orchidaceae,3,6,1991,Pterostylis furva
Orchidaceae,3,6,1991,Pterostylis furva
Orchidaceae,22,5,1924,Pterostylis grandiflora
Orchidaceae,,7,1927,Pterostylis grandiflora
Orchidaceae,2,6,1928,Pterostylis grandiflora
Orchidaceae,14,7,1946,Pterostylis grandiflora
Orchidaceae,9,5,1948,Pterostylis grandiflora
Orchidaceae,15,5,1949,Pterostylis grandiflora
Orchidaceae,12,6,1951,Pterostylis grandiflora
Orchidaceae,3,7,1955,Pterostylis grandiflora
Orchidaceae,26,5,1956,Pterostylis grandiflora
Orchidaceae,2,7,1961,Pterostylis grandiflora
Orchidaceae,30,6,1971,Pterostylis grandiflora
Orchidaceae,3,7,1976,Pterostylis grandiflora
Orchidaceae,24,7,1991,Pterostylis grandiflora
Orchidaceae,1,7,1995,Pterostylis grandiflora
Orchidaceae,22,6,2017,Pterostylis grandiflora
Orchidaceae,22,6,2017,Pterostylis grandiflora
Orchidaceae,,5,1926,Pterostylis longifolia
Orchidaceae,3,7,1955,Pterostylis longifolia
Orchidaceae,3,7,1955,Pterostylis longifolia
Orchidaceae,4,7,1976,Pterostylis longifolia
Orchidaceae,24,7,1991,Pterostylis longifolia
Orchidaceae,1,7,1995,Pterostylis longifolia
Orchidaceae,1,7,2011,Pterostylis longifolia
Orchidaceae,1,7,2011,Pterostylis longifolia
Orchidaceae,22,6,2017,Pterostylis longifolia
Orchidaceae,22,6,2017,Pterostylis longifolia
Orchidaceae,1,9,1892,Pterostylis nutans
Orchidaceae,5,8,1899,Pterostylis nutans
Orchidaceae,7,8,1933,Pterostylis nutans
Orchidaceae,14,7,1946,Pterostylis nutans
Orchidaceae,22,6,1947,Pterostylis nutans
Orchidaceae,13,6,1976,Pterostylis nutans
Orchidaceae,4,7,1976,Pterostylis nutans
Orchidaceae,24,7,1991,Pterostylis nutans
Orchidaceae,24,7,1991,Pterostylis nutans
Orchidaceae,24,6,1995,Pterostylis nutans
Orchidaceae,1,7,1995,Pterostylis nutans
Orchidaceae,1,7,2011,Pterostylis nutans
Orchidaceae,5,9,1953,Pterostylis oblonga
Orchidaceae,3,4,1953,Pterostylis obtusa
Orchidaceae,4,5,1947,Pterostylis parviflora
Orchidaceae,3,4,1949,Pterostylis parviflora
Orchidaceae,15,5,1949,Pterostylis parviflora
Orchidaceae,1,4,1955,Pterostylis parviflora
Orchidaceae,1,4,1955,Pterostylis parviflora
Orchidaceae,17,6,1946,Pterostylis pedoglossa
Orchidaceae,4,5,1947,Pterostylis pedoglossa
Orchidaceae,4,5,1947,Pterostylis pedoglossa
Orchidaceae,4,5,1947,Pterostylis pedoglossa
Orchidaceae,7,6,1947,Pterostylis pedoglossa
Orchidaceae,23,5,1948,Pterostylis pedoglossa
Orchidaceae,23,5,1948,Pterostylis pedoglossa
Orchidaceae,1,4,1955,Pterostylis pedoglossa
Orchidaceae,22,3,1956,Pterostylis pedoglossa
Orchidaceae,22,3,1956,Pterostylis pedoglossa
Orchidaceae,1,4,1956,Pterostylis pedoglossa
Orchidaceae,4,8,1946,Pterostylis pedunculata
Orchidaceae,,8,1954,Pterostylis pedunculata
Orchidaceae,3,9,1954,Pterostylis pedunculata
Orchidaceae,26,8,1957,Pterostylis pedunculata
Orchidaceae,15,8,1991,Pterostylis pedunculata
Orchidaceae,6,1,2007,Pterostylis uliginosa
Cyperaceae,3,10,1896,Ptilothrix deusta
Cyperaceae,23,7,1933,Ptilothrix deusta
Cyperaceae,6,6,1973,Ptilothrix deusta
Cyperaceae,13,4,1975,Ptilothrix deusta
Cyperaceae,13,4,1975,Ptilothrix deusta
Cyperaceae,13,4,1975,Ptilothrix deusta
Cyperaceae,3,2,1978,Ptilothrix deusta
Cyperaceae,10,1,1979,Ptilothrix deusta
Cyperaceae,31,8,1994,Ptilothrix deusta
Cyperaceae,14,3,2016,Ptilothrix deusta
Fabaceae,,10,1893,Pultenaea blakelyi
Fabaceae,2,1,1897,Pultenaea blakelyi
Fabaceae,,10,1897,Pultenaea blakelyi
Fabaceae,,11,1897,Pultenaea blakelyi
Fabaceae,11,6,1933,Pultenaea blakelyi
Fabaceae,27,10,1946,Pultenaea blakelyi
Fabaceae,21,10,1951,Pultenaea blakelyi
Fabaceae,17,8,1964,Pultenaea blakelyi
Fabaceae,4,10,1964,Pultenaea blakelyi
Fabaceae,19,10,1982,Pultenaea blakelyi
Fabaceae,21,12,1990,Pultenaea blakelyi
Fabaceae,20,10,1992,Pultenaea blakelyi
Fabaceae,2,10,2020,Pultenaea blakelyi
Fabaceae,17,10,1896,Pultenaea daphnoides
Fabaceae,17,10,1896,Pultenaea daphnoides
Fabaceae,19,11,1955,Pultenaea daphnoides
Fabaceae,19,11,1955,Pultenaea daphnoides
Fabaceae,,9,1964,Pultenaea daphnoides
Fabaceae,4,11,1971,Pultenaea daphnoides
Fabaceae,15,9,1981,Pultenaea daphnoides
Fabaceae,11,12,1997,Pultenaea daphnoides
Fabaceae,11,12,1997,Pultenaea daphnoides
Fabaceae,20,9,1998,Pultenaea daphnoides
Fabaceae,21,1,2015,Pultenaea daphnoides
Fabaceae,13,6,1976,Pultenaea dentata
Fabaceae,16,5,2006,Pultenaea ferruginea
Fabaceae,1,9,1921,Pultenaea hispidula
Fabaceae,7,8,1967,Pultenaea hispidula
Fabaceae,4,10,1983,Pultenaea hispidula
Fabaceae,4,10,1983,Pultenaea hispidula
Fabaceae,15,9,1888,Pultenaea linophylla
Fabaceae,,9,1888,Pultenaea linophylla
Fabaceae,,11,1895,Pultenaea linophylla
Fabaceae,30,8,1937,Pultenaea linophylla
Fabaceae,12,12,1964,Pultenaea linophylla
Fabaceae,15,9,1966,Pultenaea linophylla
Fabaceae,24,9,1966,Pultenaea linophylla
Fabaceae,15,9,1981,Pultenaea linophylla
Fabaceae,20,9,1998,Pultenaea linophylla
Fabaceae,20,9,1998,Pultenaea linophylla
Fabaceae,23,9,1998,Pultenaea linophylla
Fabaceae,23,9,1998,Pultenaea linophylla
Fabaceae,9,5,2005,Pultenaea linophylla
Fabaceae,1,7,1920,Pultenaea polifolia
Fabaceae,,4,1921,Pultenaea polifolia
Fabaceae,,9,1924,Pultenaea retusa
Fabaceae,,9,1888,Pultenaea stipularis
Fabaceae,,9,1892,Pultenaea stipularis
Fabaceae,3,10,1896,Pultenaea stipularis
Fabaceae,17,10,1896,Pultenaea stipularis
Fabaceae,17,10,1896,Pultenaea stipularis
Fabaceae,,10,1913,Pultenaea stipularis
Fabaceae,1,9,1916,Pultenaea stipularis
Fabaceae,,9,1927,Pultenaea stipularis
Fabaceae,,11,1950,Pultenaea stipularis
Fabaceae,22,12,1965,Pultenaea stipularis
Fabaceae,22,12,1965,Pultenaea stipularis
Fabaceae,15,9,1981,Pultenaea stipularis
Fabaceae,9,10,1984,Pultenaea stipularis
Fabaceae,21,4,1986,Pultenaea stipularis
Fabaceae,21,4,1986,Pultenaea stipularis
Fabaceae,21,4,1986,Pultenaea stipularis
Fabaceae,21,4,1986,Pultenaea stipularis
Fabaceae,20,10,1992,Pultenaea stipularis
Fabaceae,20,9,1998,Pultenaea stipularis
Fabaceae,20,9,1998,Pultenaea stipularis
Fabaceae,27,9,2005,Pultenaea stipularis
Fabaceae,16,5,2006,Pultenaea stipularis
Fabaceae,1,9,1893,Pultenaea tuberculata
Fabaceae,8,4,1905,Pultenaea tuberculata
Fabaceae,1,1,1921,Pultenaea tuberculata
Fabaceae,,1,1928,Pultenaea tuberculata
Fabaceae,20,9,1933,Pultenaea tuberculata
Fabaceae,,8,1934,Pultenaea tuberculata
Fabaceae,,11,1950,Pultenaea tuberculata
Fabaceae,5,10,1961,Pultenaea tuberculata
Fabaceae,9,10,1961,Pultenaea tuberculata
Fabaceae,18,4,1962,Pultenaea tuberculata
Fabaceae,,9,1962,Pultenaea tuberculata
Fabaceae,17,5,1963,Pultenaea tuberculata
Fabaceae,17,5,1963,Pultenaea tuberculata
Fabaceae,17,5,1963,Pultenaea tuberculata
Fabaceae,21,3,1972,Pultenaea tuberculata
Fabaceae,15,9,1981,Pultenaea tuberculata
Fabaceae,25,3,1984,Pultenaea tuberculata
Fabaceae,29,10,1985,Pultenaea tuberculata
Fabaceae,6,12,1987,Pultenaea tuberculata
Fabaceae,6,12,1987,Pultenaea tuberculata
Fabaceae,6,12,1987,Pultenaea tuberculata
Fabaceae,6,12,1987,Pultenaea tuberculata
Fabaceae,20,10,1992,Pultenaea tuberculata
Fabaceae,13,1,1998,Pultenaea tuberculata
Fabaceae,20,9,1998,Pultenaea tuberculata
Fabaceae,20,9,1998,Pultenaea tuberculata
Fabaceae,18,10,2005,Pultenaea tuberculata
Fabaceae,9,10,2012,Pultenaea tuberculata
Fabaceae,2,10,2020,Pultenaea tuberculata
Fabaceae,29,10,1985,Pultenaea villosa
Polypodiaceae,,6,1905,Pyrrosia rupestris
Polypodiaceae,23,4,1921,Pyrrosia rupestris
Polypodiaceae,,7,1927,Pyrrosia rupestris
Polypodiaceae,2,5,1942,Pyrrosia rupestris
Polypodiaceae,2,5,1942,Pyrrosia rupestris
Polypodiaceae,27,10,1946,Pyrrosia rupestris
Polypodiaceae,,5,1952,Pyrrosia rupestris
Ranunculaceae,19,10,1952,Ranunculus inundatus
Ranunculaceae,30,9,1986,Ranunculus lappaceus
Ranunculaceae,16,2,2002,Ranunculus lappaceus
Ranunculaceae,31,10,1965,Ranunculus muricatus
Amaranthaceae,1,4,1983,Rhagodia candolleana
Amaranthaceae,24,3,2019,Rhagodia candolleana
Myrtaceae,3,11,1888,Rhodamnia rubescens
Myrtaceae,3,11,1888,Rhodamnia rubescens
Myrtaceae,2,1,1897,Rhodamnia rubescens
Myrtaceae,27,10,1946,Rhodamnia rubescens
Myrtaceae,,5,1952,Rhodamnia rubescens
Myrtaceae,18,10,1952,Rhodamnia rubescens
Myrtaceae,18,10,1952,Rhodamnia rubescens
Myrtaceae,26,7,1977,Rhodamnia rubescens
Cyperaceae,16,8,1975,Rhynchospora brownii
Pittosporaceae,,12,1889,Rhytidosporum procumbens
Pittosporaceae,1,1,1921,Rhytidosporum procumbens
Euphorbiaceae,23,7,1933,Ricinocarpos pinifolius
Euphorbiaceae,31,5,1969,Ricinocarpos pinifolius
Euphorbiaceae,6,10,1971,Ricinocarpos pinifolius
Euphorbiaceae,6,10,1971,Ricinocarpos pinifolius
Euphorbiaceae,15,9,1981,Ricinocarpos pinifolius
Euphorbiaceae,20,9,1981,Ricinocarpos pinifolius
Euphorbiaceae,22,9,1986,Ricinocarpos pinifolius
Euphorbiaceae,9,9,1990,Ricinocarpos pinifolius
Euphorbiaceae,9,10,2012,Ricinocarpos pinifolius
Ripogonaceae,27,3,1958,Ripogonum album
Ripogonaceae,18,9,1965,Ripogonum album
Ripogonaceae,31,5,1982,Ripogonum album
Ripogonaceae,31,5,1982,Ripogonum album
Ripogonaceae,6,10,1998,Ripogonum album
Ripogonaceae,4,3,2010,Ripogonum album
Brassicaceae,15,9,1888,Rorippa gigantea
Brassicaceae,,2,1900,Rorippa gigantea
Brassicaceae,,12,1915,Rorippa gigantea
Brassicaceae,12,10,1929,Rorippa gigantea
Rosaceae,,10,1897,Rubus nebulosus
Rosaceae,,12,1920,Rubus nebulosus
Rosaceae,,9,1924,Rubus rosifolius
Rosaceae,20,6,1993,Rubus rosifolius
Rosaceae,14,10,2012,Rubus rosifolius
Rosaceae,14,10,2012,Rubus rosifolius
Polygonaceae,22,5,1966,Rumex sagittatus
Polygonaceae,,11,1895,Rumex tenax
Poaceae,19,8,2005,Rytidosperma longifolium
Poaceae,22,9,1986,Rytidosperma pallidum
Poaceae,29,3,1978,Rytidosperma racemosum
Poaceae,11,6,1994,Rytidosperma tenuius
Poaceae,24,11,1994,Rytidosperma tenuius
Poaceae,13,6,1976,Sacciolepis indica
Caryophyllaceae,13,6,1976,Sagina maritima
Viburnaceae,26,1,1899,Sambucus australasica
Viburnaceae,9,4,1978,Sambucus australasica
Viburnaceae,9,4,1978,Sambucus australasica
Viburnaceae,9,4,1978,Sambucus australasica
Primulaceae,7,1,1947,Samolus repens
Primulaceae,19,10,1952,Samolus repens
Santalaceae,11,12,1898,Santalum obtusifolium
Santalaceae,,12,1898,Santalum obtusifolium
Orchidaceae,30,5,1976,Sarcochilus hillii
Orchidaceae,19,1,1995,Sarcochilus hillii
Orchidaceae,17,10,1888,Sarcochilus parviflorus
Orchidaceae,19,10,1947,Sarcochilus parviflorus
Orchidaceae,26,10,1953,Sarcochilus parviflorus
Orchidaceae,13,9,1969,Sarcochilus parviflorus
Orchidaceae,13,9,1969,Sarcochilus parviflorus
Orchidaceae,13,9,1969,Sarcochilus parviflorus
Orchidaceae,30,5,1976,Sarcochilus parviflorus
Orchidaceae,21,11,1993,Sarcochilus parviflorus
Menispermaceae,,12,1915,Sarcopetalum harveyanum
Menispermaceae,5,12,1930,Sarcopetalum harveyanum
Menispermaceae,14,10,2012,Sarcopetalum harveyanum
Goodeniaceae,6,9,1953,Scaevola calendulacea
Goodeniaceae,19,11,1955,Scaevola calendulacea
Goodeniaceae,28,8,1970,Scaevola calendulacea
Goodeniaceae,12,8,2018,Scaevola calendulacea
Goodeniaceae,24,3,2019,Scaevola calendulacea
Goodeniaceae,17,10,1896,Scaevola ramosissima
Goodeniaceae,,12,1961,Scaevola ramosissima
Goodeniaceae,1,12,1962,Scaevola ramosissima
Goodeniaceae,22,9,1986,Scaevola ramosissima
Goodeniaceae,3,11,2004,Scaevola ramosissima
Goodeniaceae,9,10,2012,Scaevola ramosissima
Colchicaceae,,9,1893,Schelhammera undulata
Colchicaceae,4,11,1961,Schelhammera undulata
Colchicaceae,30,9,1986,Schelhammera undulata
Schizaeaceae,27,2,1887,Schizaea bifida
Schizaeaceae,27,2,1887,Schizaea bifida
Schizaeaceae,,8,1906,Schizaea bifida
Schizaeaceae,,10,1929,Schizaea bifida
Schizaeaceae,2,7,1966,Schizaea bifida
Schizaeaceae,19,9,1974,Schizaea bifida
Schizaeaceae,22,9,1986,Schizaea bifida
Schizaeaceae,27,5,1973,Schizaea dichotoma
Schizaeaceae,25,12,1895,Schizaea rupestris
Schizaeaceae,,,1900,Schizaea rupestris
Schizaeaceae,30,5,1976,Schizaea rupestris
Schizaeaceae,15,9,1981,Schizaea rupestris
Schizaeaceae,22,9,1986,Schizaea rupestris
Cunoniaceae,,1,1883,Schizomeria ovata
Cunoniaceae,5,3,1910,Schizomeria ovata
Cunoniaceae,27,10,1946,Schizomeria ovata
Cunoniaceae,16,11,1960,Schizomeria ovata
Cunoniaceae,4,5,1975,Schizomeria ovata
Cunoniaceae,16,4,1977,Schizomeria ovata
Cunoniaceae,11,12,1997,Schizomeria ovata
Cyperaceae,26,1,1958,Schoenoplectiella mucronata
Cyperaceae,4,5,1975,Schoenoplectiella mucronata
Cyperaceae,15,11,1983,Schoenus apogon
Cyperaceae,12,11,2008,Schoenus apogon
Cyperaceae,28,11,2012,Schoenus apogon
Cyperaceae,28,11,2012,Schoenus apogon
Cyperaceae,28,11,2012,Schoenus apogon
Cyperaceae,25,4,1975,Schoenus brevifolius
Cyperaceae,5,12,1975,Schoenus brevifolius
Cyperaceae,3,2,1978,Schoenus brevifolius
Cyperaceae,10,1,1979,Schoenus brevifolius
Cyperaceae,1,4,1983,Schoenus brevifolius
Cyperaceae,26,4,1989,Schoenus brevifolius
Cyperaceae,17,11,1994,Schoenus brevifolius
Cyperaceae,1,10,2001,Schoenus brevifolius
Cyperaceae,12,11,2008,Schoenus brevifolius
Cyperaceae,28,11,2012,Schoenus brevifolius
Cyperaceae,28,11,2012,Schoenus brevifolius
Cyperaceae,,9,1924,Schoenus ericetorum
Cyperaceae,16,8,1927,Schoenus ericetorum
Cyperaceae,,10,1963,Schoenus ericetorum
Cyperaceae,25,9,1965,Schoenus ericetorum
Cyperaceae,7,7,1973,Schoenus ericetorum
Cyperaceae,15,11,1983,Schoenus ericetorum
Cyperaceae,25,3,1984,Schoenus ericetorum
Cyperaceae,12,11,2008,Schoenus ericetorum
Cyperaceae,28,11,2012,Schoenus ericetorum
Cyperaceae,28,11,2012,Schoenus ericetorum
Cyperaceae,28,11,2012,Schoenus ericetorum
Cyperaceae,5,8,1973,Schoenus lepidosperma
Cyperaceae,5,8,1973,Schoenus lepidosperma
Cyperaceae,5,8,1973,Schoenus lepidosperma
Cyperaceae,22,4,1975,Schoenus lepidosperma
Cyperaceae,22,4,1975,Schoenus lepidosperma
Cyperaceae,22,4,1975,Schoenus lepidosperma
Cyperaceae,12,11,2008,Schoenus lepidosperma
Cyperaceae,28,11,2012,Schoenus lepidosperma
Cyperaceae,28,11,2012,Schoenus lepidosperma
Cyperaceae,28,11,2012,Schoenus lepidosperma
Cyperaceae,22,12,1965,Schoenus maschalinus
Cyperaceae,22,12,1965,Schoenus maschalinus
Cyperaceae,7,7,1973,Schoenus melanostachys
Cyperaceae,7,2,1979,Schoenus melanostachys
Cyperaceae,17,9,1981,Schoenus melanostachys
Cyperaceae,28,11,2012,Schoenus melanostachys
Cyperaceae,28,11,2012,Schoenus melanostachys
Cyperaceae,19,12,1958,Schoenus moorei
Cyperaceae,19,12,1958,Schoenus moorei
Cyperaceae,24,9,1966,Schoenus moorei
Cyperaceae,5,8,1973,Schoenus moorei
Cyperaceae,5,8,1973,Schoenus moorei
Cyperaceae,5,8,1973,Schoenus moorei
Cyperaceae,10,10,1983,Schoenus moorei
Cyperaceae,1,1,2006,Schoenus moorei
Cyperaceae,12,11,2008,Schoenus moorei
Cyperaceae,3,11,1983,Schoenus nitens
Cyperaceae,20,3,1974,Schoenus turbinatus
Cyperaceae,12,11,2008,Schoenus turbinatus
Cyperaceae,16,8,1927,Schoenus villosus
Cyperaceae,5,8,1973,Schoenus villosus
Cyperaceae,12,2,1995,Scleria mackaviensis
Salicaceae,,12,1899,Scolopia braunii
Salicaceae,30,9,1986,Scolopia braunii
Salicaceae,26,11,2006,Scolopia braunii
Salicaceae,26,11,2006,Scolopia braunii
Selaginellaceae,23,4,1921,Selaginella uliginosa
Selaginellaceae,23,7,1933,Selaginella uliginosa
Selaginellaceae,27,10,1946,Selaginella uliginosa
Selaginellaceae,22,8,1955,Selaginella uliginosa
Selaginellaceae,22,8,1955,Selaginella uliginosa
Selaginellaceae,19,11,1955,Selaginella uliginosa
Selaginellaceae,6,3,1975,Selaginella uliginosa
Selaginellaceae,1,4,1983,Selaginella uliginosa
Selaginellaceae,20,6,1993,Selaginella uliginosa
Asteraceae,23,7,1967,Senecio bipinnatisectus
Asteraceae,1,4,1983,Senecio bipinnatisectus
Asteraceae,1,4,1983,Senecio bipinnatisectus
Asteraceae,4,1,1984,Senecio bipinnatisectus
Asteraceae,31,1,1966,Senecio diaschides
Asteraceae,18,3,1967,Senecio diaschides
Asteraceae,18,3,1967,Senecio diaschides
Asteraceae,22,7,1967,Senecio diaschides
Asteraceae,14,10,1991,Senecio glastifolius
Asteraceae,29,10,1999,Senecio glastifolius
Asteraceae,1,10,2007,Senecio glastifolius
Asteraceae,24,11,2010,Senecio glastifolius
Asteraceae,20,9,2019,Senecio glastifolius
Asteraceae,22,5,1966,Senecio hispidulus
Asteraceae,12,6,1966,Senecio hispidulus
Asteraceae,12,6,1966,Senecio hispidulus
Asteraceae,24,9,1972,Senecio hispidulus
Asteraceae,3,11,1983,Senecio hispidulus
Asteraceae,16,2,2002,Senecio hispidulus
Asteraceae,15,9,1888,Senecio linearifolius
Asteraceae,18,10,1888,Senecio linearifolius
Asteraceae,,9,1921,Senecio linearifolius
Asteraceae,,9,1929,Senecio linearifolius
Asteraceae,,7,1957,Senecio linearifolius
Asteraceae,,12,1961,Senecio linearifolius
Asteraceae,30,9,1965,Senecio linearifolius
Asteraceae,12,6,1966,Senecio linearifolius
Asteraceae,29,3,1982,Senecio linearifolius
Asteraceae,18,10,1996,Senecio linearifolius
Asteraceae,12,8,2018,Senecio linearifolius
Asteraceae,31,1,1966,Senecio minimus
Asteraceae,22,9,1986,Senecio pinnatifolius
Asteraceae,12,6,1966,Senecio prenanthoides
Asteraceae,1,9,2006,Senecio spathulatus
Asteraceae,18,10,1884,Senecio vagus
Asteraceae,17,10,1896,Senecio vagus
Asteraceae,,11,1934,Senecio vagus
Asteraceae,9,1,1947,Senecio vagus
Asteraceae,4,11,1961,Senecio vagus
Asteraceae,1,12,1973,Senecio vagus
Poaceae,1,3,1930,Setaria distans
Poaceae,1,3,1930,Setaria distans
Poaceae,4,2,1928,Setaria parviflora
Asteraceae,3,11,1888,Sigesbeckia orientalis
Asteraceae,,3,1893,Sigesbeckia orientalis
Asteraceae,,5,1926,Sigesbeckia orientalis
Caryophyllaceae,,10,1922,Silene gallica
Caryophyllaceae,16,2,2002,Silene gallica
Caryophyllaceae,24,11,2010,Silene gallica
Iridaceae,15,11,1978,Sisyrinchium micranthum
Iridaceae,16,2,2002,Sisyrinchium micranthum
Elaeocarpaceae,4,6,1906,Sloanea australis
Elaeocarpaceae,,1,1958,Sloanea australis
Smilacaceae,,11,1897,Smilax australis
Smilacaceae,27,3,1958,Smilax australis
Smilacaceae,15,9,1981,Smilax australis
Smilacaceae,24,5,1992,Smilax australis
Smilacaceae,4,3,2010,Smilax australis
Smilacaceae,,6,1914,Smilax glyciphylla
Smilacaceae,,6,1914,Smilax glyciphylla
Smilacaceae,7,5,1958,Smilax glyciphylla
Smilacaceae,29,3,1971,Smilax glyciphylla
Smilacaceae,30,5,1976,Smilax glyciphylla
Smilacaceae,1,4,1983,Smilax glyciphylla
